library	run	sample	include	Project
J374	DP15-plate1-6.2	J374	Y	DP15
J374a	DP15-plate1-6.2	J374a	Y	DP15
J374b	DP15-plate1-6.2	J374b	Y	DP15
J374c	DP15-plate1-6.2	J374c	Y	DP15
J374d	DP15-plate1-6.2	J374d	Y	DP15
J374e	DP15-plate1-6.2	J374e	Y	DP15
J374f	DP15-plate1-6.2	J374f	Y	DP15
J374g	DP15-plate1-6.2	J374g	Y	DP15
J374h	DP15-plate1-6.2	J374h	Y	DP15
J374i	DP15-plate1-6.2	J374i	Y	DP15
J375	DP15-plate1-6.2	J375	Y	DP15
J375rep1	DP15-plate1-6.2	J375	Y	DP15
J376	DP15-plate1-6.2	J376	Y	DP15
J376a	DP15-plate1-6.2	J376a	Y	DP15
J376arep	DP15-plate1-6.2	J376a	Y	DP15
J376b	DP15-plate1-6.2	J376b	Y	DP15
J376c	DP15-plate1-6.2	J376c	Y	DP15
J376d	DP15-plate1-6.2	J376d	Y	DP15
J376e	DP15-plate1-6.2	J376e	Y	DP15
J376f	DP15-plate1-6.2	J376f	Y	DP15
J376g	DP15-plate1-6.2	J376g	Y	DP15
J376h	DP15-plate1-6.2	J376h	Y	DP15
J376i	DP15-plate1-6.2	J376i	Y	DP15
J377	DP15-plate1-6.2	J377	Y	DP15
J377a	DP15-plate1-6.2	J377a	Y	DP15
J377b	DP15-plate1-6.2	J377b	Y	DP15
J377c	DP15-plate1-6.2	J377c	Y	DP15
J377d	DP15-plate1-6.2	J377d	Y	DP15
J377e	DP15-plate1-6.2	J377e	Y	DP15
J377erep	DP15-plate1-6.2	J377e	Y	DP15
J377g	DP15-plate1-6.2	J377g	Y	DP15
J377h	DP15-plate1-6.2	J377h	Y	DP15
J377i	DP15-plate1-6.2	J377i	Y	DP15
J379	DP15-plate1-6.2	J379	Y	DP15
J381	DP15-plate1-6.2	J381	Y	DP15
J382a	DP15-plate1-6.2	J382a	Y	DP15
J382b	DP15-plate1-6.2	J382b	Y	DP15
J382c	DP15-plate1-6.2	J382c	Y	DP15
J382d	DP15-plate1-6.2	J382d	Y	DP15
J382e	DP15-plate1-6.2	J382e	Y	DP15
J382f	DP15-plate1-6.2	J382f	Y	DP15
J382g	DP15-plate1-6.2	J382g	Y	DP15
J382h	DP15-plate1-6.2	J382h	Y	DP15
J382i	DP15-plate1-6.2	J382i	Y	DP15
J383	DP15-plate1-6.2	J383	Y	DP15
J385	DP15-plate1-6.2	J385	Y	DP15
J385rep	DP15-plate1-6.2	J385	Y	DP15
J385a	DP15-plate1-6.2	J385a	Y	DP15
J385b	DP15-plate1-6.2	J385b	Y	DP15
J385c	DP15-plate1-6.2	J385c	Y	DP15
J385d	DP15-plate1-6.2	J385d	Y	DP15
J385e	DP15-plate1-6.2	J385e	Y	DP15
J385f	DP15-plate1-6.2	J385f	Y	DP15
J385g	DP15-plate1-6.2	J385g	Y	DP15
J385h	DP15-plate1-6.2	J385h	Y	DP15
J385i	DP15-plate1-6.2	J385i	Y	DP15
J386	DP15-plate1-6.2	J386	Y	DP15
J386a	DP15-plate1-6.2	J386a	Y	DP15
J386b	DP15-plate1-6.2	J386b	Y	DP15
J386c	DP15-plate1-6.2	J386c	Y	DP15
J386d	DP15-plate1-6.2	J386d	Y	DP15
J386e	DP15-plate1-6.2	J386e	Y	DP15
J386f	DP15-plate1-6.2	J386f	Y	DP15
J386g	DP15-plate1-6.2	J386g	Y	DP15
J386h	DP15-plate1-6.2	J386h	Y	DP15
J386i	DP15-plate1-6.2	J386i	Y	DP15
J387	DP15-plate1-6.2	J387	Y	DP15
J387a	DP15-plate1-6.2	J387a	Y	DP15
J387b	DP15-plate1-6.2	J387b	Y	DP15
J387c	DP15-plate1-6.2	J387c	Y	DP15
J387d	DP15-plate1-6.2	J387d	Y	DP15
J387e	DP15-plate1-6.2	J387e	Y	DP15
J387f	DP15-plate1-6.2	J387f	Y	DP15
J387g	DP15-plate1-6.2	J387g	Y	DP15
J387h	DP15-plate1-6.2	J387h	Y	DP15
J387i	DP15-plate1-6.2	J387i	Y	DP15
J388	DP15-plate1-6.2	J388	Y	DP15
J388a	DP15-plate1-6.2	J388a	Y	DP15
J388b	DP15-plate1-6.2	J388b	Y	DP15
J388c	DP15-plate1-6.2	J388c	Y	DP15
J388d	DP15-plate1-6.2	J388d	Y	DP15
J388e	DP15-plate1-6.2	J388e	Y	DP15
J388f	DP15-plate1-6.2	J388f	Y	DP15
J388g	DP15-plate1-6.2	J388g	Y	DP15
J388h	DP15-plate1-6.2	J388h	Y	DP15
J388i	DP15-plate1-6.2	J388i	Y	DP15
J389	DP15-plate1-6.2	J389	Y	DP15
J390	DP15-plate1-6.2	J390	Y	DP15
J390a	DP15-plate1-6.2	J390a	Y	DP15
J390arep	DP15-plate1-6.2	J390a	Y	DP15
J390b	DP15-plate1-6.2	J390b	Y	DP15
J392	DP15-plate1-6.2	J392	Y	DP15
J393	DP15-plate1-6.2	J393	Y	DP15
J393a	DP15-plate1-6.2	J393a	Y	DP15
J393b	DP15-plate1-6.2	J393b	Y	DP15
J393c	DP15-plate1-6.2	J393c	Y	DP15
J393d	DP15-plate1-6.2	J393d	Y	DP15
J393e	DP15-plate1-6.2	J393e	Y	DP15
J393f	DP15-plate1-6.2	J393f	Y	DP15
J393g	DP15-plate1-6.2	J393g	Y	DP15
J393h	DP15-plate1-6.2	J393h	Y	DP15
J393i	DP15-plate1-6.2	J393i	Y	DP15
J394	DP15-plate1-6.2	J394	Y	DP15
J394a	DP15-plate1-6.2	J394a	Y	DP15
J394b	DP15-plate1-6.2	J394b	Y	DP15
J394c	DP15-plate1-6.2	J394c	Y	DP15
J394d	DP15-plate1-6.2	J394d	Y	DP15
J394e	DP15-plate1-6.2	J394e	Y	DP15
J394f	DP15-plate1-6.2	J394f	Y	DP15
J394g	DP15-plate1-6.2	J394g	Y	DP15
J395	DP15-plate1-6.2	J395	Y	DP15
J395A	DP15-plate1-6.2	J395a	Y	DP15
J395B	DP15-plate1-6.2	J395b	Y	DP15
J395C	DP15-plate1-6.2	J395c	Y	DP15
J395D	DP15-plate1-6.2	J395d	Y	DP15
J395E	DP15-plate1-6.2	J395e	Y	DP15
J395H	DP15-plate1-6.2	J395h	Y	DP15
J397	DP15-plate1-6.2	J397	Y	DP15
J398	DP15-plate1-6.2	J398	Y	DP15
J399	DP15-plate1-6.2	J399	Y	DP15
J400	DP15-plate1-6.2	J400	Y	DP15
J401	DP15-plate1-6.2	J401	Y	DP15
J401a	DP15-plate1-6.2	J401a	Y	DP15
J401b	DP15-plate1-6.2	J401b	Y	DP15
J401c	DP15-plate1-6.2	J401c	Y	DP15
J401d	DP15-plate1-6.2	J401d	Y	DP15
J401e	DP15-plate1-6.2	J401e	Y	DP15
J401f	DP15-plate1-6.2	J401f	Y	DP15
J401g	DP15-plate1-6.2	J401g	Y	DP15
J401h	DP15-plate1-6.2	J401h	Y	DP15
J402	DP15-plate1-6.2	J402	Y	DP15
J403	DP15-plate1-6.2	J403	Y	DP15
J404	DP15-plate1-6.2	J404	Y	DP15
J405	DP15-plate1-6.2	J405	Y	DP15
J405a	DP15-plate1-6.2	J405a	Y	DP15
J405b	DP15-plate1-6.2	J405b	Y	DP15
J405c	DP15-plate1-6.2	J405c	Y	DP15
J405d	DP15-plate1-6.2	J405d	Y	DP15
J405e	DP15-plate1-6.2	J405e	Y	DP15
J405f	DP15-plate1-6.2	J405f	Y	DP15
J405g	DP15-plate1-6.2	J405g	Y	DP15
J405h	DP15-plate1-6.2	J405h	Y	DP15
J405i	DP15-plate1-6.2	J405i	Y	DP15
J406	DP15-plate1-6.2	J406	Y	DP15
J406a	DP15-plate1-6.2	J406a	Y	DP15
J406b	DP15-plate1-6.2	J406b	Y	DP15
J406c	DP15-plate1-6.2	J406c	Y	DP15
J406d	DP15-plate1-6.2	J406d	Y	DP15
J406e	DP15-plate1-6.2	J406e	Y	DP15
J406f	DP15-plate1-6.2	J406f	Y	DP15
J406g	DP15-plate1-6.2	J406g	Y	DP15
J406h	DP15-plate1-6.2	J406h	Y	DP15
J406i	DP15-plate1-6.2	J406i	Y	DP15
J407	DP15-plate1-6.2	J407	Y	DP15
J408	DP15-plate1-6.2	J408	Y	DP15
J411	DP15-plate1-6.2	J411	Y	DP15
J412	DP15-plate1-6.2	J412	Y	DP15
J413	DP15-plate1-6.2	J413	Y	DP15
J413a	DP15-plate1-6.2	J413a	Y	DP15
J413c	DP15-plate1-6.2	J413c	Y	DP15
J413f	DP15-plate1-6.2	J413f	Y	DP15
J414	DP15-plate1-6.2	J414	Y	DP15
J414a	DP15-plate1-6.2	J414a	Y	DP15
J414b	DP15-plate1-6.2	J414b	Y	DP15
J414c	DP15-plate1-6.2	J414c	Y	DP15
J416	DP15-plate1-6.2	J416	Y	DP15
J416a	DP15-plate1-6.2	J416a	Y	DP15
J416b	DP15-plate1-6.2	J416b	Y	DP15
J416c	DP15-plate1-6.2	J416c	Y	DP15
J416d	DP15-plate1-6.2	J416d	Y	DP15
J416e	DP15-plate1-6.2	J416e	Y	DP15
J416f	DP15-plate1-6.2	J416f	Y	DP15
J416g	DP15-plate1-6.2	J416g	Y	DP15
J416h	DP15-plate1-6.2	J416h	Y	DP15
J416i	DP15-plate1-6.2	J416i	Y	DP15
J417	DP15-plate1-6.2	J417	Y	DP15
J418	DP15-plate1-6.2	J418	Y	DP15
J418a	DP15-plate1-6.2	J418a	Y	DP15
J418b	DP15-plate1-6.2	J418b	Y	DP15
J418c	DP15-plate1-6.2	J418c	Y	DP15
J418e	DP15-plate1-6.2	J418e	Y	DP15
J418g	DP15-plate1-6.2	J418g	Y	DP15
J418h	DP15-plate1-6.2	J418h	Y	DP15
J418i	DP15-plate1-6.2	J418i	Y	DP15
J419	DP15-plate1-6.2	J419	Y	DP15
J419a	DP15-plate1-6.2	J419a	Y	DP15
J419b	DP15-plate1-6.2	J419b	Y	DP15
J419c	DP15-plate1-6.2	J419c	Y	DP15
J419d	DP15-plate1-6.2	J419d	Y	DP15
J419e	DP15-plate1-6.2	J419e	Y	DP15
J419f	DP15-plate1-6.2	J419f	Y	DP15
J419g	DP15-plate1-6.2	J419g	Y	DP15
J419h	DP15-plate1-6.2	J419h	Y	DP15
J419i	DP15-plate1-6.2	J419i	Y	DP15
J420	DP15-plate1-6.2	J420	Y	DP15
J421	DP15-plate1-6.2	J421	Y	DP15
J421b	DP15-plate1-6.2	J421b	Y	DP15
J422	DP15-plate1-6.2	J422	Y	DP15
J422a	DP15-plate1-6.2	J422a	Y	DP15
J422c	DP15-plate1-6.2	J422c	Y	DP15
J422e	DP15-plate1-6.2	J422e	Y	DP15
J422erep	DP15-plate1-6.2	J422e	Y	DP15
J422f	DP15-plate1-6.2	J422f	Y	DP15
J422g	DP15-plate1-6.2	J422g	Y	DP15
J423	DP15-plate1-6.2	J423	Y	DP15
J424	DP15-plate1-6.2	J424	Y	DP15
J424a	DP15-plate1-6.2	J424a	Y	DP15
J424b	DP15-plate1-6.2	J424b	Y	DP15
J424c	DP15-plate1-6.2	J424c	Y	DP15
J424d	DP15-plate1-6.2	J424d	Y	DP15
J424e	DP15-plate1-6.2	J424e	Y	DP15
J424f	DP15-plate1-6.2	J424f	Y	DP15
J424g	DP15-plate1-6.2	J424g	Y	DP15
J425	DP15-plate1-6.2	J425	Y	DP15
J425a	DP15-plate1-6.2	J425a	Y	DP15
J425b	DP15-plate1-6.2	J425b	Y	DP15
J425c	DP15-plate1-6.2	J425c	Y	DP15
J425d	DP15-plate1-6.2	J425d	Y	DP15
J425e	DP15-plate1-6.2	J425e	Y	DP15
J425f	DP15-plate1-6.2	J425f	Y	DP15
J425g	DP15-plate1-6.2	J425g	Y	DP15
J425h	DP15-plate1-6.2	J425h	Y	DP15
J425i	DP15-plate1-6.2	J425i	Y	DP15
J426	DP15-plate1-6.2	J426	Y	DP15
J426a	DP15-plate1-6.2	J426a	Y	DP15
J426b	DP15-plate1-6.2	J426b	Y	DP15
J426c	DP15-plate1-6.2	J426c	Y	DP15
J426d	DP15-plate1-6.2	J426d	Y	DP15
J426f	DP15-plate1-6.2	J426f	Y	DP15
J426g	DP15-plate1-6.2	J426g	Y	DP15
J426h	DP15-plate1-6.2	J426h	Y	DP15
J426i	DP15-plate1-6.2	J426i	Y	DP15
J427	DP15-plate1-6.2	J427	Y	DP15
J427a	DP15-plate1-6.2	J427a	Y	DP15
J428	DP15-plate1-6.2	J428	Y	DP15
J428a	DP15-plate1-6.2	J428a	Y	DP15
J428b	DP15-plate1-6.2	J428b	Y	DP15
J428c	DP15-plate1-6.2	J428c	Y	DP15
J428d	DP15-plate1-6.2	J428d	Y	DP15
J428e	DP15-plate1-6.2	J428e	Y	DP15
J428f	DP15-plate1-6.2	J428f	Y	DP15
J428g	DP15-plate1-6.2	J428g	Y	DP15
J428h	DP15-plate1-6.2	J428h	Y	DP15
J428i	DP15-plate1-6.2	J428i	Y	DP15
J429	DP15-plate1-6.2	J429	Y	DP15
J429a	DP15-plate1-6.2	J429a	Y	DP15
J429b	DP15-plate1-6.2	J429b	Y	DP15
J429c	DP15-plate1-6.2	J429c	Y	DP15
J429d	DP15-plate1-6.2	J429d	Y	DP15
J429e	DP15-plate1-6.2	J429e	Y	DP15
J429f	DP15-plate1-6.2	J429f	Y	DP15
J429g	DP15-plate1-6.2	J429g	Y	DP15
J429h	DP15-plate1-6.2	J429h	Y	DP15
J429i	DP15-plate1-6.2	J429i	Y	DP15
J430	DP15-plate1-6.2	J430	Y	DP15
J430a	DP15-plate1-6.2	J430a	Y	DP15
J430arep	DP15-plate1-6.2	J430a	Y	DP15
J430b	DP15-plate1-6.2	J430b	Y	DP15
J430c	DP15-plate1-6.2	J430c	Y	DP15
J430d	DP15-plate1-6.2	J430d	Y	DP15
J430e	DP15-plate1-6.2	J430e	Y	DP15
J430f	DP15-plate1-6.2	J430f	Y	DP15
J430g	DP15-plate1-6.2	J430g	Y	DP15
J430h	DP15-plate1-6.2	J430h	Y	DP15
J430i	DP15-plate1-6.2	J430i	Y	DP15
J431	DP15-plate1-6.2	J431	Y	DP15
J432	DP15-plate1-6.2	J432	Y	DP15
J433	DP15-plate1-6.2	J433	Y	DP15
J433a	DP15-plate1-6.2	J433a	Y	DP15
J433b	DP15-plate1-6.2	J433b	Y	DP15
J433c	DP15-plate1-6.2	J433c	Y	DP15
J433d	DP15-plate1-6.2	J433d	Y	DP15
J433e	DP15-plate1-6.2	J433e	Y	DP15
J433f	DP15-plate1-6.2	J433f	Y	DP15
J433g	DP15-plate1-6.2	J433g	Y	DP15
J433h	DP15-plate1-6.2	J433h	Y	DP15
J434	DP15-plate1-6.2	J434	Y	DP15
J434a	DP15-plate1-6.2	J434a	Y	DP15
J434b	DP15-plate1-6.2	J434b	Y	DP15
J435	DP15-plate1-6.2	J435	Y	DP15
J435a	DP15-plate1-6.2	J435a	Y	DP15
J435b	DP15-plate1-6.2	J435b	Y	DP15
J435c	DP15-plate1-6.2	J435c	Y	DP15
J435d	DP15-plate1-6.2	J435d	Y	DP15
J435e	DP15-plate1-6.2	J435e	Y	DP15
J435f	DP15-plate1-6.2	J435f	Y	DP15
J435g	DP15-plate1-6.2	J435g	Y	DP15
J435h	DP15-plate1-6.2	J435h	Y	DP15
J435i	DP15-plate1-6.2	J435i	Y	DP15
J436	DP15-plate1-6.2	J436	Y	DP15
J436a	DP15-plate1-6.2	J436a	Y	DP15
J436b	DP15-plate1-6.2	J436b	Y	DP15
J436c	DP15-plate1-6.2	J436c	Y	DP15
J436crep	DP15-plate1-6.2	J436c	Y	DP15
J436d	DP15-plate1-6.2	J436d	Y	DP15
J436e	DP15-plate1-6.2	J436e	Y	DP15
J436f	DP15-plate1-6.2	J436f	Y	DP15
J436g	DP15-plate1-6.2	J436g	Y	DP15
J436h	DP15-plate1-6.2	J436h	Y	DP15
J436i	DP15-plate1-6.2	J436i	Y	DP15
J437	DP15-plate1-6.2	J437	Y	DP15
J438	DP15-plate1-6.2	J438	Y	DP15
M1c	DP15-plate1-6.2	MelMosaic	Y	DP15
M2a	DP15-plate1-6.2	MelMosaic	Y	DP15
M2b	DP15-plate1-6.2	MelMosaic	Y	DP15
NAL05	DP15-plate1-6.2	NAL05	Y	DP15
NBJ30	DP15-plate1-6.2	NBJ30	Y	DP15
NCD30	DP15-plate1-6.2	NCD30	Y	DP15
NCR13	DP15-plate1-6.2	NCR13	Y	DP15
NDU10	DP15-plate1-6.2	NDU10	Y	DP15
NE4583	DP15-plate1-6.2	NE4583	Y	DP15
NE10467	DP15-plate1-6.2	NE10467	Y	DP15
NE25923	DP15-plate1-6.2	NE25923	Y	DP15
NE25953	DP15-plate1-6.2	NE25953	Y	DP15
NE35955	DP15-plate1-6.2	NE35955	Y	DP15
NE35959	DP15-plate1-6.2	NE35959	Y	DP15
NE36811	DP15-plate1-6.2	NE36811	Y	DP15
NE37169	DP15-plate1-6.2	NE37169	Y	DP15
NE37647	DP15-plate1-6.2	NE37647	Y	DP15
NE67754	DP15-plate1-6.2	NE67754	Y	DP15
NE90535	DP15-plate1-6.2	NE90535	Y	DP15
RA1006	DP15-plate1-6.2	RA1006	Y	DP15
RA1007	DP15-plate1-6.2	RA1007	Y	DP15
TLC715	DP15-plate1-6.2	TLC715	Y	DP15
TLC720	DP15-plate1-6.2	TLC720	Y	DP15
TLC725	DP15-plate1-6.2	TLC725	Y	DP15
TLC726	DP15-plate1-6.2	TLC726	Y	DP15
TLC775	DP15-plate1-6.2	TLC775	Y	DP15
VMA18	DP15-plate1-6.2	VMA18	Y	DP15
VWG14	DP15-plate1-6.2	VWG14	Y	DP15
FDK10-NextRAD	DP15-plate1.1	FDK10	Y	DP15
FDK10-WGS	DP15-plate1.1	FDK10	Y	DP15
J294-NextRAD	DP15-plate1.1	J294	Y	DP15
J294-WGS	DP15-plate1.1	J294	Y	DP15
J296-NextRAD	DP15-plate1.1	J296	Y	DP15
J296-WGS	DP15-plate1.1	J296	Y	DP15
J298-NextRAD	DP15-plate1.1	J298	Y	DP15
J298-WGS	DP15-plate1.1	J298	Y	DP15
J301-NextRAD	DP15-plate1.1	J301	Y	DP15
J301-WGS	DP15-plate1.1	J301	Y	DP15
J303-NextRAD	DP15-plate1.1	J303	Y	DP15
J303-WGS	DP15-plate1.1	J303	Y	DP15
J307-NextRAD	DP15-plate1.1	J307	Y	DP15
J307-WGS	DP15-plate1.1	J307	Y	DP15
J310-NextRAD	DP15-plate1.1	J310	Y	DP15
J310-WGS	DP15-plate1.1	J310	Y	DP15
J311-NextRAD	DP15-plate1.1	J311	Y	DP15
J311-WGS	DP15-plate1.1	J311	Y	DP15
J315-NextRAD	DP15-plate1.1	J315	Y	DP15
J315-WGS	DP15-plate1.1	J315	Y	DP15
J316-NextRAD	DP15-plate1.1	J316	Y	DP15
J316-WGS	DP15-plate1.1	J316	Y	DP15
J317-NextRAD	DP15-plate1.1	J317	Y	DP15
J317-WGS	DP15-plate1.1	J317	Y	DP15
J318-NextRAD	DP15-plate1.1	J318	Y	DP15
J318-WGS	DP15-plate1.1	J318	Y	DP15
J319-NextRAD	DP15-plate1.1	J319	Y	DP15
J319-WGS	DP15-plate1.1	J319	Y	DP15
J320-NextRAD	DP15-plate1.1	J320	Y	DP15
J320-WGS	DP15-plate1.1	J320	Y	DP15
J321g-NextRAD	DP15-plate1.1	J321g	Y	DP15
J321g-WGS	DP15-plate1.1	J321g	Y	DP15
J322-NextRAD	DP15-plate1.1	J322	Y	DP15
J322-WGS	DP15-plate1.1	J322	Y	DP15
J324-NextRAD	DP15-plate1.1	J324	Y	DP15
J324-WGS	DP15-plate1.1	J324	Y	DP15
J326-NextRAD	DP15-plate1.1	J326	Y	DP15
J326-WGS	DP15-plate1.1	J326	Y	DP15
J327-NextRAD	DP15-plate1.1	J327	Y	DP15
J327-WGS	DP15-plate1.1	J327	Y	DP15
J328-NextRAD	DP15-plate1.1	J328	Y	DP15
J328-WGS	DP15-plate1.1	J328	Y	DP15
J329-NextRAD	DP15-plate1.1	J329	Y	DP15
J329-WGS	DP15-plate1.1	J329	Y	DP15
J330-NextRAD	DP15-plate1.1	J330	Y	DP15
J330-WGS	DP15-plate1.1	J330	Y	DP15
J331-NextRAD	DP15-plate1.1	J331	Y	DP15
J331-WGS	DP15-plate1.1	J331	Y	DP15
J333-NextRAD	DP15-plate1.1	J333	Y	DP15
J333-plus-NextRAD	DP15-plate1.1	J333	Y	DP15
J333-plus-WGS	DP15-plate1.1	J333	Y	DP15
J333-WGS	DP15-plate1.1	J333	Y	DP15
J334-NextRAD	DP15-plate1.1	J334	Y	DP15
J334-WGS	DP15-plate1.1	J334	Y	DP15
J335-NextRAD	DP15-plate1.1	J335	Y	DP15
J335-WGS	DP15-plate1.1	J335	Y	DP15
J338-NextRAD	DP15-plate1.1	J338	Y	DP15
J338-WGS	DP15-plate1.1	J338	Y	DP15
J339-NextRAD	DP15-plate1.1	J339	Y	DP15
J339-WGS	DP15-plate1.1	J339	Y	DP15
J340-NextRAD	DP15-plate1.1	J340	Y	DP15
J340-WGS	DP15-plate1.1	J340	Y	DP15
J341-NextRAD	DP15-plate1.1	J341	Y	DP15
J341-WGS	DP15-plate1.1	J341	Y	DP15
J342-NextRAD	DP15-plate1.1	J342	Y	DP15
J342-WGS	DP15-plate1.1	J342	Y	DP15
J343-NextRAD	DP15-plate1.1	J343	Y	DP15
J343-WGS	DP15-plate1.1	J343	Y	DP15
J344-NextRAD	DP15-plate1.1	J344	Y	DP15
J344-WGS	DP15-plate1.1	J344	Y	DP15
J345-NextRAD	DP15-plate1.1	J345	Y	DP15
J345-plus-NextRAD	DP15-plate1.1	J345	Y	DP15
J345-plus-WGS	DP15-plate1.1	J345	Y	DP15
J345-WGS	DP15-plate1.1	J345	Y	DP15
J346-NextRAD	DP15-plate1.1	J346	Y	DP15
J346-WGS	DP15-plate1.1	J346	Y	DP15
J347-NextRAD	DP15-plate1.1	J347	Y	DP15
J347-WGS	DP15-plate1.1	J347	Y	DP15
J348-NextRAD	DP15-plate1.1	J348	Y	DP15
J348-WGS	DP15-plate1.1	J348	Y	DP15
J349-NextRAD	DP15-plate1.1	J349	Y	DP15
J349-WGS	DP15-plate1.1	J349	Y	DP15
J350-NextRAD	DP15-plate1.1	J350	Y	DP15
J350-WGS	DP15-plate1.1	J350	Y	DP15
J351-NextRAD	DP15-plate1.1	J351	Y	DP15
J351-plus-NextRAD	DP15-plate1.1	J351	Y	DP15
J351-plus-WGS	DP15-plate1.1	J351	Y	DP15
J351-WGS	DP15-plate1.1	J351	Y	DP15
J352-NextRAD	DP15-plate1.1	J352	Y	DP15
J352-WGS	DP15-plate1.1	J352	Y	DP15
J353-NextRAD	DP15-plate1.1	J353	Y	DP15
J353-WGS	DP15-plate1.1	J353	Y	DP15
J354-NextRAD	DP15-plate1.1	J354	Y	DP15
J354-WGS	DP15-plate1.1	J354	Y	DP15
J355-NextRAD	DP15-plate1.1	J355	Y	DP15
J355-WGS	DP15-plate1.1	J355	Y	DP15
J355b-NextRAD	DP15-plate1.1	J355b	Y	DP15
J355b-WGS	DP15-plate1.1	J355b	Y	DP15
J357-NextRAD	DP15-plate1.1	J357	Y	DP15
J357-WGS	DP15-plate1.1	J357	Y	DP15
J358-NextRAD	DP15-plate1.1	J358	Y	DP15
J358-WGS	DP15-plate1.1	J358	Y	DP15
J359-NextRAD	DP15-plate1.1	J359	Y	DP15
J359-WGS	DP15-plate1.1	J359	Y	DP15
J360-NextRAD	DP15-plate1.1	J360	Y	DP15
J360-WGS	DP15-plate1.1	J360	Y	DP15
J361-NextRAD	DP15-plate1.1	J361	Y	DP15
J361-WGS	DP15-plate1.1	J361	Y	DP15
J362-young-NextRAD	DP15-plate1.1	J362	Y	DP15
J362-young-WGS	DP15-plate1.1	J362	Y	DP15
J363-NextRAD	DP15-plate1.1	J363	Y	DP15
J363-plus-NextRAD	DP15-plate1.1	J363	Y	DP15
J363-plus-WGS	DP15-plate1.1	J363	Y	DP15
J363-WGS	DP15-plate1.1	J363	Y	DP15
J364-NextRAD	DP15-plate1.1	J364	Y	DP15
J364-WGS	DP15-plate1.1	J364	Y	DP15
J365-NextRAD	DP15-plate1.1	J365	Y	DP15
J365-WGS	DP15-plate1.1	J365	Y	DP15
J366-NextRAD	DP15-plate1.1	J366	Y	DP15
J366-plus-NextRAD	DP15-plate1.1	J366	Y	DP15
J366-plus-WGS	DP15-plate1.1	J366	Y	DP15
J366-WGS	DP15-plate1.1	J366	Y	DP15
J367-NextRAD	DP15-plate1.1	J367	Y	DP15
J367-WGS	DP15-plate1.1	J367	Y	DP15
J367i-NextRAD	DP15-plate1.1	J367i	Y	DP15
J367i-WGS	DP15-plate1.1	J367i	Y	DP15
J368-NextRAD	DP15-plate1.1	J368	Y	DP15
J368-WGS	DP15-plate1.1	J368	Y	DP15
J369-NextRAD	DP15-plate1.1	J369	Y	DP15
J369-WGS	DP15-plate1.1	J369	Y	DP15
J370-NextRAD	DP15-plate1.1	J370	Y	DP15
J370-WGS	DP15-plate1.1	J370	Y	DP15
J371-NextRAD	DP15-plate1.1	J371	Y	DP15
J371-WGS	DP15-plate1.1	J371	Y	DP15
J372-NextRAD	DP15-plate1.1	J372	Y	DP15
J372-WGS	DP15-plate1.1	J372	Y	DP15
J373-NextRAD	DP15-plate1.1	J373	Y	DP15
J373-WGS	DP15-plate1.1	J373	Y	DP15
J374-NextRAD	DP15-plate1.1	J374	Y	DP15
J374-WGS	DP15-plate1.1	J374	Y	DP15
J375-NextRAD	DP15-plate1.1	J375	Y	DP15
J375-WGS	DP15-plate1.1	J375	Y	DP15
J376-NextRAD	DP15-plate1.1	J376	Y	DP15
J376-WGS	DP15-plate1.1	J376	Y	DP15
J379-NextRAD	DP15-plate1.1	J379	Y	DP15
J379-WGS	DP15-plate1.1	J379	Y	DP15
J381-NextRAD	DP15-plate1.1	J381	Y	DP15
J381-WGS	DP15-plate1.1	J381	Y	DP15
J383-NextRAD	DP15-plate1.1	J383	Y	DP15
J383-WGS	DP15-plate1.1	J383	Y	DP15
J385-NextRAD	DP15-plate1.1	J385	Y	DP15
J385-WGS	DP15-plate1.1	J385	Y	DP15
J387-NextRAD	DP15-plate1.1	J387	Y	DP15
J387-WGS	DP15-plate1.1	J387	Y	DP15
J389-NextRAD	DP15-plate1.1	J389	Y	DP15
J389-WGS	DP15-plate1.1	J389	Y	DP15
J393-NextRAD	DP15-plate1.1	J393	Y	DP15
J393-WGS	DP15-plate1.1	J393	Y	DP15
J395-NextRAD	DP15-plate1.1	J395	Y	DP15
J395-WGS	DP15-plate1.1	J395	Y	DP15
J398-NextRAD	DP15-plate1.1	J398	Y	DP15
J398-WGS	DP15-plate1.1	J398	Y	DP15
NAL05-NextRAD	DP15-plate1.1	NAL05	Y	DP15
NAL05-WGS	DP15-plate1.1	NAL05	Y	DP15
NBJ30-NextRAD	DP15-plate1.1	NBJ30	Y	DP15
NBJ30-WGS	DP15-plate1.1	NBJ30	Y	DP15
NCD30-NextRAD	DP15-plate1.1	NCD30	Y	DP15
NCD30-WGS	DP15-plate1.1	NCD30	Y	DP15
NCR13-NextRAD	DP15-plate1.1	NCR13	Y	DP15
NCR13-WGS	DP15-plate1.1	NCR13	Y	DP15
NDU10-NextRAD	DP15-plate1.1	NDU10	Y	DP15
NDU10-WGS	DP15-plate1.1	NDU10	Y	DP15
RA1006-NextRAD	DP15-plate1.1	RA1006	Y	DP15
RA1006-WGS	DP15-plate1.1	RA1006	Y	DP15
TLC715-NextRAD	DP15-plate1.1	TLC715	Y	DP15
TLC715-WGS	DP15-plate1.1	TLC715	Y	DP15
TLC720-NextRAD	DP15-plate1.1	TLC720	Y	DP15
TLC720-WGS	DP15-plate1.1	TLC720	Y	DP15
